"STATION","NAME","DATE","DLY-TMAX-NORMAL","DLY-TMIN-NORMAL"
"USC00306138","OCEANSIDE, NY US","04-12","57.3","38.8"
"USC00306138","OCEANSIDE, NY US","04-13","57.6","39.1"
"USC00306138","OCEANSIDE, NY US","04-14","58.0","39.4"
"USC00306138","OCEANSIDE, NY US","04-15","58.3","39.7"
"USC00306138","OCEANSIDE, NY US","04-16","58.6","39.9"
"USC00306138","OCEANSIDE, NY US","04-17","58.9","40.2"
"USC00306138","OCEANSIDE, NY US","04-18","59.3","40.5"
"USC00306138","OCEANSIDE, NY US","04-19","59.6","40.8"
"USC00306138","OCEANSIDE, NY US","04-20","59.9","41.1"
"USC00306138","OCEANSIDE, NY US","04-21","60.2","41.4"
"USC00306138","OCEANSIDE, NY US","04-22","60.5","41.7"
"USC00306138","OCEANSIDE, NY US","04-23","60.8","42.0"
"USC00306138","OCEANSIDE, NY US","04-24","61.1","42.3"
"USC00306138","OCEANSIDE, NY US","04-25","61.3","42.6"
"USC00306138","OCEANSIDE, NY US","04-26","61.6","42.9"
"USC00306138","OCEANSIDE, NY US","04-27","61.9","43.1"
"USC00306138","OCEANSIDE, NY US","04-28","62.2","43.4"
"USC00306138","OCEANSIDE, NY US","04-29","62.4","43.7"
"USC00306138","OCEANSIDE, NY US","04-30","62.7","44.0"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-01","55.3","34.7"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-02","55.7","35.1"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-03","56.1","35.4"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-04","56.6","35.7"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-05","57.0","36.1"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-06","57.4","36.4"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-07","57.9","36.7"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-08","58.3","37.1"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-09","58.7","37.4"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-10","59.2","37.7"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-11","59.6","38.1"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-12","60.1","38.4"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-13","60.5","38.7"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-14","60.9","39.0"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-15","61.3","39.3"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-16","61.8","39.6"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-17","62.2","40.0"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-18","62.6","40.3"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-19","63.0","40.6"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-20","63.4","40.9"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-21","63.8","41.2"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-22","64.2","41.5"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-23","64.6","41.8"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-24","64.9","42.1"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-25","65.3","42.3"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-26","65.7","42.6"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-27","66.0","42.9"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-28","66.3","43.2"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-29","66.7","43.5"
"USC00282768","ESSEX FELLS SERV BUILDING, NJ US","04-30","67.0","43.8"
